,title,name,price,Waist Rise,Length,Fit,Brand Fit Name,Print or Pattern Type,Closure,Type of Pleat,Weave Type,Fly Type,productId,Distress,Fade,Shade,Stretch,Waistband,Type of Distress
116,Purple Feather,Women Navy Blue Skinny Fit High-Rise Clean Look Jeans,Rs. 819,High-Rise,Regular,Skinny Fit,,,,,,,6722276,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
117,GAS,Women Navy Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 5593,Mid-Rise,Regular,Skinny Fit,,,,,,,10002017,Clean Look,No Fade,Dark,Stretchable,With belt loops,
118,Purple Feather,Women Blue Skinny Fit High-Rise Clean Look Jeans,Rs. 759,High-Rise,Cropped,Skinny Fit,,,,,,,11262404,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
119,Roadster,Women Black Skinny Fit High-Rise Clean Look Stretchable Cropped Jeans,Rs. 1043,High-Rise,Cropped,Skinny Fit,,,,,,,7713851,Clean Look,No Fade,Dark,Stretchable,With belt loops,
120,Sztori,Plus Size Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 989,Mid-Rise,Regular,Skinny Fit,,,,,,,9656445,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
121,ONLY,Women Black Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 1035,Mid-Rise,Regular,Skinny Fit,,,,,,,11762226,Clean Look,No Fade,Dark,Stretchable,With belt loops,
122,Vero Moda,Women Black Bootcut Mid-Rise Clean Look Jeans,Rs. 1249,Mid-Rise,Regular,Bootcut,,,,,,,11742256,Clean Look,No Fade,Dark,Stretchable,With belt loops,
123,Deal Jeans,Women Blue Slim Fit Mid-Rise Clean Look Cropped Stretchable Jeans,Rs. 1377,Mid-Rise,Regular,Slim Fit,,,,,,,2426938,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
124,ONLY,Women Blue CARMEN Skinny Fit Mid-Rise Clean Look Jeans,Rs. 1484,Mid-Rise,Regular,Skinny Fit,,,,,,,11523774,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
125,Metronaut,Women Navy Blue Skinny Fit High-Rise Clean Look Stretchable Jeans,Rs. 559,High-Rise,Regular,Skinny Fit,,,,,,,12151134,Clean Look,No Fade,Dark,Stretchable,With belt loops,
126,Purple Feather,Women Navy Blue Skinny Fit High-Rise Clean Look Jeans,Rs. 759,High-Rise,Cropped,Skinny Fit,,,,,,,11262412,Clean Look,No Fade,Medium,Stretchable,With belt loops,
127,MANGO,Women Blue Straight Fit High-Rise Clean Look Jeans,Rs. 3442,High-Rise,Regular,Straight Fit,,,,,,,12677080,Clean Look,No Fade,Light,Stretchable,With belt loops,
128,DressBerry,Women Grey Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 489,Mid-Rise,Regular,Skinny Fit,,,,,,,11491452,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
129,Roadster,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 559,Mid-Rise,Regular,Skinny Fit,,,,,,,11541634,Clean Look,No Fade,Medium,Stretchable,With belt loops,
130,Mast &amp; Harbour,Women Blue Boyfriend Fit High-Rise Clean Look Stretchable Jeans,Rs. 1539,High-Rise,Cropped,Boyfriend Fit,,,,,,,9444915,Clean Look,Heavy Fade,Light,Stretchable,With belt loops,
131,Deal Jeans,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 1377,Mid-Rise,Regular,Skinny Fit,,,,,,,2426934,Clean Look,Light Fade,Light,Stretchable,With belt loops,
132,ONLY,Women Black Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 1899,Mid-Rise,Regular,Skinny Fit,,,,,,,8359041,Clean Look,No Fade,Dark,Stretchable,With belt loops,
133,Desigual,Women Grey Slim Fit Low-Rise Clean Look Stretchable Jeans,Rs. 2876,Low-Rise,Cropped,Slim Fit,,,,,,,10985682,Clean Look,Heavy Fade,Dark,Stretchable,With belt loops,
134,Chemistry,Women Black Flared High-Rise Clean Look Stretchable Cropped Jeans,Rs. 1039,High-Rise,Cropped,Flared,,,,,,,8317535,Clean Look,No Fade,Dark,Stretchable,With belt loops,
135,Mast &amp; Harbour,Women Black Skinny Fit High-Rise Clean Look Stretchable Jeans,Rs. 899,High-Rise,Regular,Skinny Fit,,,,,,,11607018,Clean Look,Heavy Fade,Dark,Stretchable,With belt loops,
136,Roadster,Women Blue Skinny Fit Mid-Rise Low Distress Stretchable Jeans,Rs. 599,Mid-Rise,Regular,Skinny Fit,,,,,,,11226090,Low Distress,Light Fade,Medium,,With belt loops,Ripped
137,The Dry State,Women White Slim Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 599,Mid-Rise,Cropped,Slim Fit,,,,,,,8473965,Clean Look,No Fade,Light,Stretchable,With belt loops,
138,ONLY,Women Blue Carmen Skinny Fit Mid-Rise Clean Look Jeans,Rs. 1379,Mid-Rise,Regular,Skinny Fit,,,,,,,11523766,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
139,Deal Jeans,Women Blue Slim Fit High-Rise Clean Look Stretchable Jeans,Rs. 1497,High-Rise,Regular,Slim Fit,,,,,,,5420287,Clean Look,Light Fade,Light,Stretchable,With belt loops,
140,Tokyo Talkies,Women Black Super Skinny Fit Mid-Rise Clean Look Jeans,Rs. 569,Mid-Rise,Regular,Super Skinny Fit,,,,,,,7625915,Clean Look,No Fade,Dark,Stretchable,With belt loops,
141,Desigual,Women White Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 4613,Mid-Rise,Regular,Skinny Fit,,,,,,,11877014,Clean Look,No Fade,Light,Stretchable,With belt loops,
142,Vero Moda,Women Black Skinny Fit Mid-Rise Clean Look Jeans,Rs. 1249,Mid-Rise,Regular,Skinny Fit,,,,,,,11742260,Clean Look,No Fade,Dark,Stretchable,With belt loops,
143,Roadster,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 679,Mid-Rise,Cropped,Skinny Fit,,,,,,,11118512,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
144,Tokyo Talkies,Women Navy Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 539,Mid-Rise,Cropped,Slim Fit,,,,,,,11747824,Clean Look,No Fade,Dark,Stretchable,With belt loops,
145,DOROTHY PERKINS,Women Black Regular Fit Mid-Rise Clean Look Stretchable Cropped Jeans,Rs. 1990,Mid-Rise,Cropped,Regular Fit,,,,,,,12711680,Clean Look,No Fade,Dark,Stretchable,With belt loops,
146,Miss Chase,Women Black Skinny Fit High-Rise Clean Look Jeans,Rs. 974,High-Rise,Regular,Skinny Fit,,,,,,,8367793,Clean Look,No Fade,Dark,Non Stretchable,With belt loops,
147,Deal Jeans,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 1377,Mid-Rise,Regular,Skinny Fit,,,,,,,5420361,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
148,Kraus Jeans,Women Blue Skinny Fit Mid-Rise Ankle Length Stretchable Cropped Jeans K4050,Rs. 799,Mid-Rise,Cropped,Skinny Fit,,,,,,,10038919,Clean Look,No Fade,Dark,Stretchable,With belt loops,
149,ether,Women Black Skinny Fit Low-Rise Clean Look Jeans,Rs. 714,Low-Rise,Regular,Skinny Fit,,,,,,,1802098,Clean Look,No Fade,Dark,Stretchable,With belt loops,
150,Tokyo Talkies,Women Grey Super Skinny Fit Mid-Rise Highly Distressed Stretchable Jeans,Rs. 664,Mid-Rise,Regular,Super Skinny Fit,,,,,,,10774666,Highly Distressed,Heavy Fade,Medium,Stretchable,With belt loops,
151,Hubberholme,Women Black Skinny Fit High-Rise Clean Look Stretchable Jeans,Rs. 584,High-Rise,Cropped,Skinny Fit,,,,,,,11928612,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
152,DOROTHY PERKINS,Women Navy Blue Regular Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 1163,Mid-Rise,Regular,Regular Fit,,,Button and Zip,,,,12026006,Clean Look,No Fade,Dark,Stretchable,,
153,Roadster,Women Charcoal Grey Flared Mid-Rise Clean Look Stretchable Jeans,Rs. 664,Mid-Rise,Cropped,Flared,,,,,,,11530320,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
154,ONLY,Women Blue Carmen Skinny Fit Mid-Rise Stretchable Low Distress Jeans,Rs. 1349,Mid-Rise,Regular,Skinny Fit,,,,,,,11523784,Low Distress,Light Fade,Medium,,With belt loops,Cat Scratches
155,Harvard,Women Black Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 594,Mid-Rise,Cropped,Skinny Fit,,,,,,,10415070,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
156,GAS,Women Navy Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 5593,Mid-Rise,Regular,Skinny Fit,,,,,,,10002017,Clean Look,No Fade,Dark,Stretchable,With belt loops,
157,Marks &amp; Spencer,Women Blue Boyfriend Fit Mid-Rise Mildly Distressed Stretchable Jeans,Rs. 3999,Mid-Rise,Regular,Boyfriend Fit,,,,,,,12378022,Mildly Distressed,Light Fade,Medium,,With belt loops,Ripped
158,Moda Rapido,Women Black Skinny Fit High-Rise Clean Look Stretchable Jeans,Rs. 769,High-Rise,Regular,Skinny Fit,,,,,,,12051296,Clean Look,No Fade,Dark,Stretchable,With belt loops,
159,Jealous 21,Black Super Skinny Fit Jeans,Rs. 799,Mid-Rise,,Super Skinny Fit,,,Button and Zip,,,,1773574,Clean Look,No Fade,Dark,Stretchable,With belt loops,
160,Roadster,Women Black Skinny Fit Mid-Rise Mildly Distressed Stretchable Jeans,Rs. 629,Mid-Rise,Cropped,Skinny Fit,,,,,,,11541566,Mildly Distressed,Light Fade,Dark,,With belt loops,Ripped
161,HERE&amp;NOW,Women Black Regular Fit Mid-Rise Clean Look Stretchable Cropped Jogger Jeans,Rs. 899,Mid-Rise,Cropped,Jogger,,,,,,,9072659,Clean Look,No Fade,Dark,Stretchable,With belt loops,
162,Roadster,Women Blue Regular Fit Mid-Rise Clean Look Jeans,Rs. 449,Mid-Rise,Regular,Skinny Fit,,,,,,,10967380,Clean Look,Light Fade,Light,Stretchable,With belt loops,
163,Roadster,Women Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 659,Mid-Rise,Regular,Slim Fit,,,,,,,11118432,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
164,Metronaut,Women Black Skinny Fit High-Rise Clean Look Stretchable Jeans,Rs. 719,High-Rise,Regular,Skinny Fit,,,,,,,12151052,Clean Look,No Fade,Dark,Stretchable,With belt loops,
165,Deal Jeans,Women Blue Slim Fit High-Rise Clean Look Cropped Stretchable Jeans,Rs. 1497,High-Rise,Regular,Slim Fit,,,,,,,2426928,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
166,Roadster,Women Grey Boyfriend Fit High-Rise Clean Look Stretchable Cropped Jeans,Rs. 899,High-Rise,Cropped,Boyfriend Fit,,,,,,,11542074,Clean Look,Heavy Fade,Light,Stretchable,With belt loops,
167,DOLCE CRUDO,Women Black Skinny Fit High-Rise Clean Look Stretchable Cropped Jeans,Rs. 959,High-Rise,Cropped,Skinny Fit,,,,,,,10728896,Clean Look,No Fade,Dark,Stretchable,With belt loops,
168,ether,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 519,Mid-Rise,Regular,Skinny Fit,,,,,,,2169964,Clean Look,Light Fade,Light,Stretchable,With belt loops,
169,Chemistry,Women Black Regular Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 899,Mid-Rise,Regular,Regular Fit,,,,,,,8505853,Clean Look,No Fade,Dark,Stretchable,With belt loops,
170,Purple Feather,Women Navy Blue Skinny Fit High-Rise Clean Look Stretchable Cropped Jeans,Rs. 778,High-Rise,Cropped,Skinny Fit,,,,,,,11081132,Clean Look,Heavy Fade,Dark,Stretchable,With belt loops,
171,ether,Women Olive Green Flared Mid-Rise Clean Look Stretchable Jeans,Rs. 854,Mid-Rise,Regular,Flared,,,,,,,11307830,Clean Look,No Fade,Coloured,Stretchable,With belt loops,
172,Roadster,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,Rs. 524,Mid-Rise,Cropped,Skinny Fit,,,,,,,11226440,Clean Look,Heavy Fade,Light,Stretchable,With belt loops,
173,Deal Jeans,Women Blue Slim Fit Mid-Rise Clean Look Cropped Stretchable Jeans,Rs. 1377,Mid-Rise,Regular,Slim Fit,,,,,,,2426938,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
174,Roadster,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 524,Mid-Rise,Cropped,Skinny Fit,,,,,,,11688456,Clean Look,Light Fade,Light,Stretchable,With belt loops,
175,Levis,Women Black 710 Super Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,Rs. 2999,Mid-Rise,Cropped,Super Skinny Fit,,,,,,,11184438,Clean Look,No Fade,Dark,Stretchable,With belt loops,
176,Levis,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 2939,Mid-Rise,Regular,Skinny Fit,,,,,,,11184908,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
177,MANGO,Women Navy Blue Skinny Fit Mid-Rise Clean Look Stretchable Cropped Sustainable Jeans,Rs. 1673,Mid-Rise,Cropped,Skinny Fit,,,,,,,11175012,Clean Look,No Fade,Dark,Stretchable,With belt loops,
178,Desigual,Women Grey Slim Fit Low-Rise Clean Look Stretchable Jeans,Rs. 2876,Low-Rise,Cropped,Slim Fit,,,,,,,10985682,Clean Look,Heavy Fade,Dark,Stretchable,With belt loops,
179,Vero Moda,Women Black Skinny Fit Mid-Rise Clean Look Cropped Jeans,Rs. 1499,Mid-Rise,Cropped,Skinny Fit,,,,,,,11742286,Clean Look,No Fade,Dark,Stretchable,With belt loops,
180,Purple Feather,Women Blue Skinny Fit High-Rise Clean Look Stretchable Jeans,Rs. 759,High-Rise,Cropped,Skinny Fit,,,,,,,11156872,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
181,Deal Jeans,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 1377,Mid-Rise,Regular,Skinny Fit,,,,,,,2426934,Clean Look,Light Fade,Light,Stretchable,With belt loops,
182,ONLY,Women Black Skinny Fit High-Rise Clean Look Stretchable Cropped Jeans,Rs. 2499,High-Rise,Cropped,Skinny Fit,,,,,,,11492714,Clean Look,No Fade,Dark,Stretchable,With belt loops,
183,High Star,Women Black Slim Fit High-Rise Clean Look Stretchable Jeans,Rs. 804,High-Rise,Regular,Slim Fit,,,,,,,7743971,Clean Look,No Fade,Dark,Stretchable,With belt loops,
184,People,Women Grey Mid-Rise Clean Look Stretchable Cropped Jeans,Rs. 399,Mid-Rise,Regular,Regular Fit,,,,,,,9068169,Clean Look,No Fade,Dark,Stretchable,With belt loops,
185,Moda Rapido,Women Blue Skinny Fit High-Rise Clean Look Stretchable Cropped Jeans,Rs. 559,High-Rise,Cropped,Skinny Fit,,,,,,,12051282,Clean Look,Light Fade,Light,Stretchable,With belt loops,
186,H&amp;M,Women Super Skinny Regular Jeans,Rs. 1499,Mid-Rise,Regular,Super Skinny Fit,,,,,,,10945428,Clean Look,No Fade,Dark,Stretchable,With belt loops,
187,DOROTHY PERKINS,Women Navy Blue Statement Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 1393,Mid-Rise,Cropped,Skinny Fit,,,,,,,12125710,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
188,Tokyo Talkies,Women Black Slim Fit High-Rise Mildly Distressed Jeans,Rs. 664,High-Rise,Cropped,Slim Fit,,,,,,,12261666,Mildly Distressed,No Fade,Dark,Stretchable,With belt loops,
189,Deal Jeans,Women Blue Slim Fit High-Rise Clean Look Stretchable Jeans,Rs. 1497,High-Rise,Regular,Slim Fit,,,,,,,5420287,Clean Look,Light Fade,Light,Stretchable,With belt loops,
190,Marks &amp; Spencer,Women Blue Straight Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 1799,Mid-Rise,Regular,Straight Fit,,,,,,,12377984,Clean Look,Light Fade,Light,Stretchable,With belt loops,
191,Levis,Women Blue 311 Shaping Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 2519,Mid-Rise,Regular,Skinny Fit,,,,,,,11184620,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
192,Vero Moda,Women Black Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,Rs. 1799,Mid-Rise,Cropped,Skinny Fit,,,,,,,8410377,Clean Look,No Fade,Dark,Stretchable,With belt loops,
193,Roadster,Women Blue Skinny Fit Mid-Rise Mildly Distressed Stretchable Cropped Jeans,Rs. 594,Mid-Rise,Cropped,Skinny Fit,,,,,,,11226248,Mildly Distressed,Heavy Fade,Light,,With belt loops,Ripped
194,Roadster,Women Black Skinny Fit Mid-Rise Mildly Distressed Stretchable Cropped Jeans,Rs. 539,Mid-Rise,Cropped,Skinny Fit,,,,,,,11531940,Mildly Distressed,Light Fade,Dark,,With belt loops,Ripped
195,HERE&amp;NOW,Women Black Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 599,Mid-Rise,Regular,Skinny Fit,,,,,,,11231964,Clean Look,No Fade,Dark,Stretchable,With belt loops,
196,DOLCE CRUDO,Women Black Slim Fit High-Rise Clean Look Jeans,Rs. 959,High-Rise,Regular,Slim Fit,,,,,,,10797434,Clean Look,No Fade,Dark,Stretchable,With belt loops,
197,Deal Jeans,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 1377,Mid-Rise,Regular,Skinny Fit,,,,,,,5420361,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
198,Tokyo Talkies,Women Blue Super Skinny Fit Mid-Rise Highly Distressed Stretchable Jeans,Rs. 664,Mid-Rise,Regular,Super Skinny Fit,,,,,,,10742394,Highly Distressed,Heavy Fade,Medium,,With belt loops,Ripped
199,DressBerry,Women Black Skinny Fit Mid-Rise Clean Look Stretchable Ankle Length Jeans,Rs. 489,Mid-Rise,Cropped,Skinny Fit,,,,,,,10366437,Clean Look,No Fade,Dark,Stretchable,With belt loops,
200,Roadster,Women Navy Blue Super Skinny Fit High-Rise Clean Look Stretchable Jeans,Rs. 629,High-Rise,Regular,Super Skinny Fit,,,,,,,11531754,Clean Look,No Fade,Dark,Stretchable,With belt loops,
201,DressBerry,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Ankle Length Jeans,Rs. 599,Mid-Rise,Cropped,Skinny Fit,,,,,,,10158743,Clean Look,No Fade,Light,Stretchable,With belt loops,
202,Metronaut,Women Navy Blue Skinny Fit High-Rise Low Distress Jeans,Rs. 799,High-Rise,Regular,Skinny Fit,,,,,,,12151122,Low Distress,Light Fade,Dark,,With belt loops,Cat Scratches
203,DOLCE CRUDO,Women Navy Blue Skinny Fit High-Rise Clean Look Stretchable Jeans,Rs. 959,High-Rise,Cropped,Skinny Fit,,,,,,,10942738,Clean Look,No Fade,Medium,Stretchable,With belt loops,
204,HERE&amp;NOW,Women Pink Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 699,Mid-Rise,Regular,Skinny Fit,,,,,,,11382644,Clean Look,No Fade,Coloured,Stretchable,With belt loops,
205,Desigual,Women Navy Blue Slim Fit Low-Rise Clean Look Stretchable Jeans,Rs. 2876,Low-Rise,Cropped,Slim Fit,,,,,,,10985672,Clean Look,Heavy Fade,Medium,Stretchable,With belt loops,
206,Roadster,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,Rs. 489,Mid-Rise,Cropped,Skinny Fit,,,,,,,12564360,Clean Look,Light Fade,Light,Stretchable,With belt loops,
207,Marks &amp; Spencer,Women Blue Boyfriend Fit Mid-Rise Mildly Distressed Stretchable Jeans,Rs. 3999,Mid-Rise,Regular,Boyfriend Fit,,,,,,,12378022,Mildly Distressed,Light Fade,Medium,,With belt loops,Ripped
208,Roadster,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Ankle Length Jeans,Rs. 509,Mid-Rise,Regular,Skinny Fit,,,,,,,9205413,Clean Look,Heavy Fade,Dark,Stretchable,With belt loops,
209,High Star,Women Black Slim Fit High-Rise Clean Look Stretchable Jeans,Rs. 791,High-Rise,Regular,Slim Fit,,,,,,,10343531,Clean Look,No Fade,Dark,Stretchable,With belt loops,
210,Roadster,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 599,Mid-Rise,Regular,Skinny Fit,,,,,,,8091645,Clean Look,Light Fade,Light,Stretchable,With belt loops,
211,Hubberholme,Women Charcoal Grey Slim Fit High-Rise Clean Look Cropped Stretchable Jeans,Rs. 584,High-Rise,Cropped,Slim Fit,,,,,,,11928594,Clean Look,No Fade,Dark,Stretchable,With belt loops,
212,Miss Chase,Women White Skinny Fit High-Rise Clean Look Jeans,Rs. 974,High-Rise,Cropped,Skinny Fit,,,,,,,7474228,Clean Look,No Fade,Light,Stretchable,With belt loops,
213,HERE&amp;NOW,Women Grey Super Skinny Fit Mid-Rise Low Distress Stretchable Jeans,Rs. 659,Mid-Rise,Regular,Super Skinny Fit,,,,,,,10947000,Low Distress,Light Fade,Light,,With belt loops,Ripped
214,Levis,Women Grey Skinny Fit Mid-Rise Clean Look 711 Skinny Jeans,Rs. 1959,Mid-Rise,Regular,Skinny Fit,,,,,,,2584278,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
215,Deal Jeans,Women Blue Slim Fit High-Rise Clean Look Cropped Stretchable Jeans,Rs. 1497,High-Rise,Regular,Slim Fit,,,,,,,2426928,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
216,ether,Women Navy Blue Wide Leg Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 679,Mid-Rise,Regular,Regular Fit,,,,,,,11307812,Clean Look,No Fade,Medium,Stretchable,With belt loops,
217,Vero Moda,Women Blue Slim Fit Low-Rise Mildly Distress Stretchable Jeans,Rs. 989,Low-Rise,Regular,Slim Fit,,,,,,,4376534,Mildly Distressed,Light Fade,Medium,,With belt loops,Ripped
218,Roadster,Women Blue Skinny Fit Mid-Rise Mildly Distressed Stretchable Cropped Jeans,Rs. 719,Mid-Rise,Cropped,Skinny Fit,,,,,,,11531862,Mildly Distressed,Light Fade,Medium,,With belt loops,Ripped
219,Ms.Taken,Women Blue Slim Fit Mid-Rise Mildly Distressed Stretchable Jeans,Rs. 659,Mid-Rise,Regular,Slim Fit,,,,,,,6941484,Mildly Distressed,Light Fade,Light,,With belt loops,Ripped
220,HERE&amp;NOW,Women Blue Super Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 699,Mid-Rise,Regular,Skinny Fit,Super,,,,,,11440420,Clean Look,Light Fade,Dark,,With belt loops,
221,Roadster,Women Grey Skinny Fit Mid-Rise Clean Look Cropped Jeans,Rs. 594,Mid-Rise,Cropped,Skinny Fit,,,,,,,11132782,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
222,Roadster,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,Rs. 479,Mid-Rise,Cropped,Skinny Fit,,,,,,,11226308,Clean Look,Heavy Fade,Light,Stretchable,With belt loops,
223,Deal Jeans,Women Blue Slim Fit Mid-Rise Clean Look Cropped Stretchable Jeans,Rs. 1377,Mid-Rise,Regular,Slim Fit,,,,,,,2426938,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
224,ONLY,Women Blue Skinny Fit Clean Look Stretchable Jeans,Rs. 804,Mid-Rise,Regular,Skinny Fit,,,,,,,10375107,Clean Look,No Fade,Dark,Stretchable,With belt loops,
225,Levis,Women Grey Skinny Fit Mid-Rise Clean Look Stretchable Jeans 711,Rs. 1649,Mid-Rise,Regular,Skinny Fit,,,,,,,9905769,Clean Look,Heavy Fade,Light,Stretchable,With belt loops,
226,STREET 9,Women Blue Straight Fit Mid-Rise Low Distress Stretchable Jeans,Rs. 999,Mid-Rise,Cropped,Straight Fit,,,,,,,12693466,Low Distress,Light Fade,Light,,With belt loops,Ripped
227,Roadster,Women Black Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 899,Mid-Rise,Regular,Skinny Fit,,,,,,,8803839,Clean Look,No Fade,Dark,Stretchable,With belt loops,
228,Roadster,Women Blue Regular Fit Mid-Rise Clean Look Jeans,Rs. 599,Mid-Rise,Cropped,Regular Fit,,,,,,,11541502,Clean Look,Light Fade,Medium,Non Stretchable,With belt loops,
229,Fame Forever by Lifestyle,Women Black Slim Fit Clean Look Ankle Length Stretchable Jeans,Rs. 629,Mid-Rise,Cropped,Slim Fit,,,,,,,2477405,Clean Look,No Fade,Dark,Stretchable,With belt loops,
230,Roadster,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 559,Mid-Rise,Regular,Skinny Fit,,,,,,,11541518,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
231,Deal Jeans,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 1377,Mid-Rise,Regular,Skinny Fit,,,,,,,2426934,Clean Look,Light Fade,Light,Stretchable,With belt loops,
232,High Star,Women Grey Slim Fit High-Rise Clean Look Stretchable Jeans,Rs. 804,High-Rise,Regular,Slim Fit,,,,,,,9042973,Clean Look,No Fade,Medium,Stretchable,With belt loops,
