,title,name,price,Waist Rise,Length,Fit,Brand Fit Name,Print or Pattern Type,Closure,Type of Pleat,Weave Type,Fly Type,productId,Fabric,Fabric 2,Fabric 3,Main Trend,Multipack Set,Neck,Occasion,Sleeve Length,Sleeve Styling,Surface Styling,Transparency,Type,Fabric Type,Pattern,Collar,Hemline,Placket,Lining,Character,Number of Pockets,Wash Care
230,plusS,Women Sea Green Solid Cinched Waist Top,Rs. 659,,Longline,,,Solid,,,,,2468600,,,,,,Round Neck,,Three-Quarter Sleeves,Regular Sleeves,Waist Tie-Ups,Opaque,Cinched Waist,,,,,,,,,
231,DOROTHY PERKINS,Women White Solid Top,Rs. 552,,Regular,,,Solid,,,,,12310848,,,,,,Scoop Neck,,Sleeveless,No Sleeves,,Opaque,Regular,Cotton,,,,,,,,
232,max,Women White Printed Round Neck T-shirt,Rs. 299,,Regular,Regular Fit,,,,,,,12607320,Cotton,,,Geometric Print,Single,Round Neck,Casual,,,,,,,Printed,,,,,,,
233,Roadster,Women Mustard Yellow Solid Round Neck T-Shirt,Rs. 259,,Regular,Regular Fit,,,,,,,11697266,Cotton,,,New Basics,Single,Round Neck,Casual,,,,,,,Solid,,,,,,,
234,Mast &amp; Harbour,Women Dusty Pink Solid Top,Rs. 399,,,,,Solid,Button,,,,11711862,,,,,,Mandarin Collar,,Short Sleeves,Puff Sleeves,Ruffles,Semi Sheer,Regular,,,,,,,,,
235,Roadster,Women Burgundy Solid V-Neck T-shirt,Rs. 324,,Regular,Regular Fit,,,,,,,9740077,Cotton,,,New Basics,Single,V-Neck,Casual,,,,,,,Solid,,,,,,,
236,Reebok,Women Grey Supply Activchill + Cotton Solid Styled Back Top,Rs. 1979,,Regular,,,Solid,,,,,11712522,,,,,,Round Neck,,Sleeveless,No Sleeves,Cut Out,Opaque,Styled Back,,,,,,,,,
237,Bhama Couture,Women Navy Blue Printed Bell Sleeves A-Line Top,Rs. 509,,Regular,,,Ethnic Motifs,,,,,12151760,,,,,,Tie-Up Neck,,Long Sleeves,Bell Sleeves,Gathered or Pleated,Opaque,A-Line,,,,,,,,,
238,plusS,Women Black Printed Top,Rs. 449,,Regular,,,Polka Dots,,,,,8915439,,,,Geometric Print,,Round Neck,,Long Sleeves,Bell Sleeves,,Opaque,Regular,,,,,,,,,
239,Bhama Couture,Women Beige &amp; Pink Printed Tunic,Rs. 629,,,,,,,,,,11090026,Cotton,,,Floral Print,,Round Neck,Ethnic,Long Sleeves,,Gathers,,,,Printed,,,,,,,
240,DressBerry,Women White Solid Round Neck T-shirt,Rs. 421,,Regular,Regular Fit,,,,,,,11902616,Cotton,,,New Basics,Single,Round Neck,Casual,,,,,,,Solid,,,,,,,
241,Roadster,Women Maroon Solid Round Neck T-shirt,Rs. 239,,Regular,Regular Fit,,,,,,,11893842,Cotton,,,New Basics,Single,Round Neck,Casual,,,,,,,Solid,,,,,,,
242,H&amp;M,Women Pink Sequined Top,Rs. 799,,,,,Embellished,Zip,,,,12565434,,,,,,Round Neck,,Sleeveless,No Sleeves,Sequinned,Opaque,Regular,,,,,,,,,
243,Roadster,Women Blue Regular Fit Printed Casual Shirt,Rs. 549,,Regular,Regular Fit,,Geometric,,,,,7207502,,,,,,,Casual,Long Sleeves,,,,,,,Spread Collar,Curved,Button Placket,,,,
244,Marks &amp; Spencer,Women Rust Red Smocked Detail Solid Top,Rs. 1999,,,,,Solid,Button,,,,12533434,,,,,,Round Neck,,Long Sleeves,Cuffed Sleeves,Smocking,Opaque,Regular,,,,,,,,,
245,HERE&amp;NOW,Little Tied Up Floral Top,Rs. 559,,Regular,,,Floral,,,,,2496587,,,,Floral Print,,Tie-Up Neck,,Long Sleeves,Cuffed Sleeves,,Opaque,Regular,,,,,,,,,
246,plusS,Women Pink Solid Top,Rs. 449,,,,,Solid,Button,,,,8906455,,,,,,Round Neck,,Short Sleeves,Regular Sleeves,Studded,Opaque,Regular,,,,,,,,,
247,KASSUALLY,Women Black Sheer Ruffled Shirt-Style Top,Rs. 419,,,,,Solid,Button,,,,10658926,,,,,,Mandarin Collar,,Long Sleeves,Cuffed Sleeves,Ruffles,Semi Sheer,Shirt Style,,,,,,,,,
248,Tokyo Talkies,Women Pink Solid A-Line Top,Rs. 369,,Regular,,,Solid,,,,,11932610,,,,New Basics,,V-Neck,,Three-Quarter Sleeves,Bell Sleeves,,Opaque,A-Line,,,,,,,,,
249,Tokyo Talkies,Women Pink Solid A-Line Top,Rs. 369,,Regular,,,Solid,,,,,11932610,,,,New Basics,,V-Neck,,Three-Quarter Sleeves,Bell Sleeves,,Opaque,A-Line,,,,,,,,,
250,DILLINGER,Women Navy Blue Solid Round Neck T-shirt,Rs. 443,,Regular,Regular Fit,,,,,,,10426090,Cotton,,,New Basics,Single,Round Neck,Casual,,,,,,,Solid,,,,,,,
251,Everlush,Women Black Self Design Fitted Top,Rs. 799,,Crop,,,Solid,,,,,12710872,,,,,,Shoulder Straps,,Sleeveless,Shoulder Straps,,Opaque,Fitted,Cotton,,,,,,,,
252,DressBerry,Women Orange Solid Round Neck T-shirt,Rs. 329,,Regular,Regular Fit,,,,,,,11902686,Cotton,,,New Basics,Single,Round Neck,Casual,,,,,,,Solid,,,,,,,
253,Berrylush,Women Maroon Solid Bardot Top,Rs. 438,,Crop,,,Solid,,,,,6994011,,,,,,Off-Shoulder,,Short Sleeves,Flutter Sleeves,Ruffles,Opaque,Bardot,,,,,,,,,
254,Reebok,Women Blue Supply Activchill + Cotton Solid Styled Back Top,Rs. 1979,,Regular,,,Solid,,,,,11712514,,,,,,Round Neck,,Sleeveless,No Sleeves,Cut Out,Opaque,Styled Back,,,,,,,,,
255,DOROTHY PERKINS,Women Peach-Coloured Solid Top,Rs. 1074,,Regular,,,Solid,,,,,12310846,,,,,,V-Neck,,Sleeveless,No Sleeves,Tie-Ups,Opaque,Regular,,,,,,,,,
256,plusS,Women Coral Pink &amp; Black Printed Top,Rs. 424,,,,,Floral,Button,,,,9657057,,,,,,Round Neck,,Long Sleeves,Bell Sleeves,Gathered or Pleated,Opaque,Regular,,,,,,,,,
257,DILLINGER,Women Red &amp; White Colourblocked Round Neck T-shirt,Rs. 449,,Regular,Regular Fit,,,,,,,10426050,Cotton,,,Nautical,Single,Round Neck,Casual,,,,,,,Colourblocked,,,,,,,
258,Marie Claire,Women Off-White Printed Top,Rs. 610,,Regular,,,Floral,,,,,2213582,,,,Floral Print,,Shoulder Straps,,Sleeveless,Shoulder Straps,,Opaque,Regular,,,,,,,,,
259,Veni Vidi Vici,Women Black Self-Design Crop Top,Rs. 490,,Regular,,,Solid,,,,,1617114,,,,,,Round Neck,,Short Sleeves,Cold-Shoulder Sleeves,Sheen,Opaque,Fitted,,,,,,,,,
260,Kazo,Women Green Printed Top,Rs. 1290,,Regular,,,Floral,,,,,12809786,,,,Floral Print,,Shoulder Straps,,Sleeveless,No Sleeves,,Opaque,Regular,,,,,,,,,
261,Mayra,Women Pink Striped High-Low Top,Rs. 398,,Regular,,,Vertical Stripes,,,,,7256888,,,,New Basics,,V-Neck,,Three-Quarter Sleeves,Regular Sleeves,,Opaque,High-Low,,,,,,,,,
262,DOROTHY PERKINS,Petite Women Coral Red &amp; Green Ditsy Floral Print Top,Rs. 2790,,,,,Floral,Button,,,,12494514,,,,,,V-Neck,,Short Sleeves,Puff Sleeves,Gathered or Pleated,Opaque,Regular,,,,,,,,,
263,Athena,Women Burgundy Solid Bardot Top,Rs. 518,,Regular,,,Solid,,,,,10733250,,,,,,Off-Shoulder,,Short Sleeves,Regular Sleeves,Gathered or Pleated,Opaque,Bardot,,,,,,,,,
264,plusS,Women Pink Embellished Top,Rs. 569,,,,,Embellished,Button,,,,8126501,,,,,,Round Neck,,Short Sleeves,Regular Sleeves,Lace-Up,Semi Sheer,Regular,,,,,,,,,
265,Tokyo Talkies,Women Green Solid Top,Rs. 349,,Regular,,,Solid,Button,,,,8119627,,,,,,High Neck,,Long Sleeves,Cuffed Sleeves,,Opaque,Regular,,,,,,,,,
266,Varanga,Women Black &amp; Gold-Coloured Printed Cropped Regular Top with Embroidered Detail,Rs. 579,,,,,Ethnic Motifs,Button,,,,12317110,,,,,,Round Neck,,Three-Quarter Sleeves,Bell Sleeves,Embroidered,Opaque,Regular,,,,,,,,,
267,Everlush,Women Maroon Solid Crop Top,Rs. 799,,Crop,,,Solid,,,,,12712514,,,,,,Halter Neck,,Sleeveless,Shoulder Straps,,Opaque,Regular,Cotton,,,,,,,,
268,DOROTHY PERKINS,Women White Solid Top with Floral Print Sleeves,Rs. 2990,,Regular,,,Solid,,,,,12494654,,,,,,Square Neck,,Three-Quarter Sleeves,Puff Sleeves,Gathered or Pleated,Opaque,Regular,,,,,,,,,
269,Bhama Couture,Women Mustard Yellow Solid A-Line Top,Rs. 611,,,,,Solid,Hook and Eye,,,,9430109,,,,,,Round Neck,,Three-Quarter Sleeves,Regular Sleeves,Embroidered,Opaque,A-Line,,,,,,,,,
270,Harpa,Women Dusty Pink Solid Top,Rs. 539,,,,,Solid,Button,,,,8485223,,,,,,V-Neck,,Long Sleeves,Cuffed Sleeves,Gathered or Pleated,Opaque,Regular,,,,,,,,,
271,Nike,Women Black Printed AIR CREW FS Round Neck T-shirt,Rs. 897,,Regular,Regular Fit,,,,,,,11851728,Cotton,,,Typography or Slogan Prints,Single,Round Neck,Sports,,,,,,,Printed,,,,,,,
272,Antheaa,Women Peach-Coloured Self Design A-Line Top,Rs. 799,,,,,Self Design,,,,,8961399,,,,,,Round Neck,,Three-Quarter Sleeves,Puff Sleeves,Embroidered,Opaque,A-Line,,,,,,Has a lining,,,
273,Veni Vidi Vici,Women White Solid Bardot Top,Rs. 444,,Regular,,,Solid,,,,,7477729,,,,,,Off-Shoulder,,Short Sleeves,Flutter Sleeves,Ruffles,Opaque,Bardot,,,,,,,,,
274,Sera,Brown Leopard Print Balloon Sleeve Top,Rs. 658,,Crop,,,Animal,Button,,,,11519740,,,,,,V-Neck,,Short Sleeves,Bishop Sleeves,,Opaque,Regular,,,,,,,,,
275,DOROTHY PERKINS,Women White Solid Semi-Sheer Shirt Style Top,Rs. 1374,,Regular,,,Solid,,,,,11649514,,,,New Basics,,Mandarin Collar,,Long Sleeves,Roll-Up Sleeves,,Semi Sheer,Shirt Style,,,,,,,,,
276,Roadster,Women Navy Blue &amp; Red Regular Fit Printed Casual Shirt,Rs. 909,,Regular,Regular Fit,,Floral,,,,,10962530,,,,,,,Casual,Long Sleeves,,,,,,,Spread Collar,Curved,Button Placket,,,,
277,ether,Unisex White Printed Stripe Round Neck T-shirt,Rs. 329,,Regular,Regular Fit,,,,,,,2199703,Cotton,,,Monochrome,Single,Round Neck,Casual,,,,,,,Striped,,,,,,,
278,Yuuki,Women Black Solid Mock Neck Running T-shirt,Rs. 639,,Regular,Slim Fit,,,,,,,10693450,Polyester,Elastane,,New Basics,Single,High Neck,Sports,,,,,,,,,,,,,,
279,Bhama Couture,Women Pink Embroidered Empire Top,Rs. 611,,Regular,,,Floral,,,,,9717171,,,,,,Round Neck,,Three-Quarter Sleeves,Bell Sleeves,Embroidered,Opaque,Empire,,,,,,,,,
280,plusS,Women Sea Green Solid Cinched Waist Top,Rs. 659,,Longline,,,Solid,,,,,2468600,,,,,,Round Neck,,Three-Quarter Sleeves,Regular Sleeves,Waist Tie-Ups,Opaque,Cinched Waist,,,,,,,,,
281,NEVA,Women Blue Self Design Top,Rs. 629,,Regular,,,Horizontal Stripes,,,,,12839048,,,,,,Round Neck,,Three-Quarter Sleeves,Regular Sleeves,,Opaque,Regular,Cotton,,,,,,,,
282,DOROTHY PERKINS,Women Peach-Coloured Self Design Schiffli Embroidered Top,Rs. 1488,,,,,Self Design,Button,,,,12311026,,,,,,Round Neck,,Short Sleeves,Regular Sleeves,,Opaque,Regular,,,,,,Has a lining,,,
283,Everlush,Women Silver-Toned Shimmery Ruffled Fitted Top,Rs. 799,,,,,Shimmer,Button,,,,12646160,,,,,,Round Neck,,Sleeveless,No Sleeves,Ruffles,Opaque,Fitted,,,,,,,,,
284,Tokyo Talkies,Women Maroon Solid Top,Rs. 419,,,,,Solid,Button,,,,8195051,,,,,,Round Neck,,Three-Quarter Sleeves,Regular Sleeves,Lace Inserts,Opaque,Regular,,,,,,,,,
285,OFF LIMITS,Women Pink Solid Round Neck T-shirt,Rs. 359,,Regular,Regular Fit,,,,,,,12759750,Polyester,,,New Basics,Single,Round Neck,Sports,,,,,,,Solid,,,,,,,
286,Minions by Kook N Keech,Women Red Printed Round Neck T-shirt,Rs. 244,,Regular,Regular Fit,,,,,,,2001717,Cotton,,,Graphic Print Others,Single,Round Neck,Casual,,,,,,,Printed,,,,,,,
287,Harpa,Women Black Solid Crop Top,Rs. 539,,,,,Solid,Button,,,,8485221,,,,,,Round Neck,,Short Sleeves,Regular Sleeves,Cut Out,Opaque,Regular,,,,,,,,,
288,plusS,Women Black Printed Top,Rs. 449,,Regular,,,Polka Dots,,,,,8915439,,,,Geometric Print,,Round Neck,,Long Sleeves,Bell Sleeves,,Opaque,Regular,,,,,,,,,
289,Roadster,Women White Printed Round Neck T-shirt,Rs. 324,,Regular,Regular Fit,,,,,,,10968540,Cotton,,,Typography or Slogan Prints,Single,Round Neck,Casual,,,,,,,Printed,,,,,,,
290,Desigual,Women Black Printed Top With Lace Details,Rs. 2934,,Regular,,,Ethnic Motifs,,,,,11877366,,,,,,Round Neck,,Short Sleeves,Flared Sleeves,Lace Inserts,Opaque,Regular,,,,,,,,,
291,Roadster,Women Peach-Coloured Solid Styled Back Top,Rs. 239,,Regular,,,Solid,,,,,11955174,,,,New Basics,,Shoulder Straps,Casual,,Shoulder Straps,,Opaque,Styled Back,,,,,,,,,
292,COVER STORY,by KARL LAGERFELD Women Black Solid Fitted Top,Rs. 6990,,Regular,,,Solid,,,,,12751206,,,,New Basics,,Strapless,,Sleeveless,No Sleeves,,Opaque,Fitted,,,,,,,,,
293,ONLY,Women Mustard Yellow &amp; Black Smocked Printed Empire Top,Rs. 1043,,,,,Abstract,Button,,,,11523852,,,,,,Round Neck,,Short Sleeves,Flared Sleeves,Smocking,Opaque,Empire,,,,,,,,,
294,Varanga,Women White Solid Shirt Style Top,Rs. 447,,,,,Solid,Button,,,,9039205,,,,,,Mandarin Collar,,Three-Quarter Sleeves,Regular Sleeves,Embroidered,Opaque,Shirt Style,,,,,,,,,
295,Roadster,Women Mustard Yellow Solid Round Neck T-shirt,Rs. 359,,Regular,Regular Fit,,,,,,,11893634,Cotton,Polyester,,New Basics,Single,Round Neck,Casual,,,,,,,,,,,,,,
296,plusS,Women Pink Solid Top,Rs. 449,,,,,Solid,Button,,,,8906455,,,,,,Round Neck,,Short Sleeves,Regular Sleeves,Studded,Opaque,Regular,,,,,,,,,
297,Roadster,Women Grey Melange Solid Round Neck Crop T-shirt,Rs. 179,,Crop,Regular Fit,,,,,,,11697386,Cotton,,,New Basics,Single,Round Neck,Casual,,,,,,,Solid,,,,,,,
298,DOROTHY PERKINS,Women Grey Melange Solid Top,Rs. 2290,,Regular,,,Solid,,,,,12494584,,,,,,Boat Neck,,Long Sleeves,Extended Sleeves,Waist Tie-Ups,Opaque,Regular,,,,,,,,,
299,Roadster,Women Black and Pink Striped Round Neck T-shirt,Rs. 244,,Regular,Regular Fit,,,,,,,11092626,Cotton,,,Multi or Variegated Stripes,Single,Round Neck,Casual,,,,,,,Striped,,,,,,,
300,NEVA,Women Blue Self Design Top,Rs. 629,,Regular,,,Horizontal Stripes,,,,,12839048,,,,,,Round Neck,,Three-Quarter Sleeves,Regular Sleeves,,Opaque,Regular,Cotton,,,,,,,,
301,Myshka,Women Taupe &amp; Brown Printed A-Line Top,Rs. 467,,Regular,,,Conversational,,,,,9825421,,,,,,Tie-Up Neck,,Three-Quarter Sleeves,Regular Sleeves,Gathered or Pleated,Opaque,A-Line,,,,,,,,,
302,SASSAFRAS,Women Blue &amp; White Striped Empire Top,Rs. 419,,Regular,,,Vertical Stripes,,,,,2472424,,,,New Basics,,Shoulder Straps,,,Shoulder Straps,Gathered or Pleated,Opaque,Empire,,,,,,,,,
303,Cation,Women Black Solid Fitted Top,Rs. 1199,,Crop,,,Solid,,,,,8178423,,,,,,One Shoulder,,Long Sleeves,Regular Sleeves,,Opaque,Fitted,Cotton,,,,,,,,
304,Roadster,Women Navy Blue &amp; Red Regular Fit Printed Casual Shirt,Rs. 909,,Regular,Regular Fit,,Floral,,,,,10962530,,,,,,,Casual,Long Sleeves,,,,,,,Spread Collar,Curved,Button Placket,,,,
305,Annabelle by Pantaloons,Women White Regular Fit Solid Formal Shirt,Rs. 719,,Regular,Regular Fit,,Solid,,,,,11367530,,,,,,,Formal,Long Sleeves,,,,,,,Spread Collar,Curved,Button Placket,,,,
306,plusS,Women Coral Pink &amp; Black Printed Top,Rs. 424,,,,,Floral,Button,,,,9657057,,,,,,Round Neck,,Long Sleeves,Bell Sleeves,Gathered or Pleated,Opaque,Regular,,,,,,,,,
307,Scotch &amp; Soda,Women Rust Red Solid Top,Rs. 8990,,Regular,,,Solid,,,,,8532549,,,,New Basics,,Tie-Up Neck,,Long Sleeves,Puff Sleeves,,Opaque,Regular,,,,,,,,,
308,Scotch &amp; Soda,Women Green Printed Top,Rs. 11990,,,,,Floral,Zip,,,,8532587,,,,,,Round Neck,,Short Sleeves,Cuffed Sleeves,Ruffles,Opaque,Regular,,,,,,,,,
309,Everlush,Women Silver-Toned Shimmery Ruffled Fitted Top,Rs. 799,,,,,Shimmer,Button,,,,12646160,,,,,,Round Neck,,Sleeveless,No Sleeves,Ruffles,Opaque,Fitted,,,,,,,,,
310,Azira,Women Off-White &amp; Navy Printed A-Line Top,Rs. 671,,Regular,,,Geometric,,,,,11048472,,,,,,Tie-Up Neck,,Short Sleeves,Regular Sleeves,Gathered or Pleated,Opaque,A-Line,,,,,,,,,
311,Roadster,Women Black Solid V-Neck T-shirt,Rs. 324,,Regular,Regular Fit,,,,,,,12193686,Cotton,,,New Basics,Single,V-Neck,Casual,,,,,,,Solid,,,,,,,
312,Roadster,Women Maroon Printed Top,Rs. 279,,Regular,,,Graphic,,,,,2515526,,,,,,Round Neck,,Short Sleeves,Cold-Shoulder Sleeves,Lace-Up,Opaque,Regular,,,,,,,,,
313,SASSAFRAS,Women Blue &amp; Off-White Printed Blouson Crop Top,Rs. 519,,,,,Floral,Button,,,,11364440,,,,,,Round Neck,,Long Sleeves,Puff Sleeves,Smocking,Opaque,Blouson,,,,,,,,,
314,plusS,Women Pink Embellished Top,Rs. 569,,,,,Embellished,Button,,,,8126501,,,,,,Round Neck,,Short Sleeves,Regular Sleeves,Lace-Up,Semi Sheer,Regular,,,,,,,,,
315,OFF LIMITS,Women Pink Solid Round Neck T-shirt,Rs. 359,,Regular,Regular Fit,,,,,,,12759750,Polyester,,,New Basics,Single,Round Neck,Sports,,,,,,,Solid,,,,,,,
316,DOROTHY PERKINS,Women White Self Design Semi-Sheer Top,Rs. 2990,,Regular,,,Self Design,,,,,12494582,,,,,,V-Neck,,Three-Quarter Sleeves,Puff Sleeves,Waist Tie-Ups,Semi Sheer,Regular,,,,,,,,,
317,PERFKT-U,Women White Solid Turtle Neck T-shirt,Rs. 511,,Regular,Regular Fit,,,,,,,10867778,Polyester,,,New Basics,Single,Turtle Neck,Sports,,,,,,,Solid,,,,,,,
318,SCORPIUS,Women Black Solid Crop Top,Rs. 519,,Crop,,,Solid,,,,,11966466,,,,New Basics,,High Neck,,Long Sleeves,Regular Sleeves,,Opaque,Regular,,,,,,,,,
319,Roadster,Women Orange Solid V-Neck T-shirt,Rs. 324,,Regular,Regular Fit,,,,,,,9740211,Cotton,,,New Basics,Single,V-Neck,Casual,,,,,,,Solid,,,,,,,
320,COVER STORY,by KARL LAGERFELD Women Black Solid Fitted Top,Rs. 6990,,Regular,,,Solid,,,,,12751206,,,,New Basics,,Strapless,,Sleeveless,No Sleeves,,Opaque,Fitted,,,,,,,,,
321,Everlush,Women Black Self Design Fitted Crop Top,Rs. 799,,Crop,,,Solid,,,,,12710884,,,,,,Halter Neck,,Short Sleeves,Shoulder Straps,,Opaque,Fitted,Cotton,,,,,,,,
322,Antheaa,Women Peach-Coloured Self Design A-Line Top,Rs. 799,,,,,Self Design,,,,,8961399,,,,,,Round Neck,,Three-Quarter Sleeves,Puff Sleeves,Embroidered,Opaque,A-Line,,,,,,Has a lining,,,
323,Roadster,Women Beige Striped Round Neck T-shirt,Rs. 404,,Regular,Regular Fit,,,,,,,11893870,Cotton,Polyester,,New Basics,Single,Round Neck,Casual,,,,,,,,,,,,,,
324,HRX by Hrithik Roshan,Women Medieval Blue Solid Rapid-Dry Running T-shirt,Rs. 494,,Regular,Regular Fit,,,,,,,12486782,Polyester,,,Typography or Slogan Prints,Single,Round Neck,Sports,,,,,,,Printed,,,,,,,
325,Kazo,Women Green Solid Top,Rs. 1990,,Regular,,,Solid,,,,,12768776,,,,New Basics,,V-Neck,,Long Sleeves,Puff Sleeves,,Opaque,Regular,,,,,,,,,
326,MANGO,Women Black Solid Sustainable Top with Twisted Detail,Rs. 742,,Regular,,,Solid,,,,,12676810,,,,,,Round Neck,,Long Sleeves,Regular Sleeves,Twisted,Opaque,Regular,,,,,,,,,
327,H&amp;M,Women White Printed T-shirt,Rs. 399,,Regular,Regular Fit,,,,,,,12155036,Cotton,,,Typography or Slogan Prints,Single,Round Neck,Casual,,,,,,,Printed,,,,,,,
328,Nayo,Women Peach-Coloured &amp; Mustard Yellow Printed A-Line Top,Rs. 494,,,,,Floral,Button,,,,7723426,,,,,,Boat Neck,,Three-Quarter Sleeves,Bell Sleeves,Gathered or Pleated,Opaque,A-Line,,,,,,,,,
329,Popnetic,Beige High-Low Top,Rs. 329,,,,,Solid,Button,,,,1754502,,,,,,High Neck,,Long Sleeves,Bell Sleeves,Cut Out,Opaque,High-Low,,,,,,,,,
330,plusS,Women Sea Green Solid Cinched Waist Top,Rs. 659,,Longline,,,Solid,,,,,2468600,,,,,,Round Neck,,Three-Quarter Sleeves,Regular Sleeves,Waist Tie-Ups,Opaque,Cinched Waist,,,,,,,,,
331,Zivame,Women Grey Printed Top,Rs. 1295,,Regular,,,Typography,,,,,12760444,,,,Typography or Slogan Print,,Round Neck,,Long Sleeves,Regular Sleeves,,Opaque,Regular,,,,,,,,,
332,MANGO,Women Black Solid Boat Neck T-shirt,Rs. 667,,Regular,Regular Fit,,,,,,,12676288,Cotton,,,New Basics,Single,Boat Neck,Casual,,,,,,,Solid,,,,,,,
333,Campus Sutra,Women White Printed Crop Top,Rs. 404,,Crop,,,Typography,,,,,11683422,,,,,,Round Neck,,Short Sleeves,Regular Sleeves,,Opaque,Regular,Cotton,,,,,,,,
334,DOROTHY PERKINS,Women Blue Solid Top,Rs. 1618,,Regular,,,Solid,Button,,,,12126034,,,,,,Round Neck,,Short Sleeves,Extended Sleeves,,Opaque,Regular,,,,,,,,,
335,Harpa,Mustard Yellow Top,Rs. 499,,Regular,,,Solid,Button,,,,1744648,,,,,,V-Neck,,Short Sleeves,Flared Sleeves,,Opaque,Blouson,,,,,,,,,
336,Shree,Women Red &amp; Golden Printed Tunic,Rs. 749,,,,,,,,,,11446866,Liva,,,Ethnic Print,,Mandarin Collar,Ethnic,Three-Quarter Sleeves,,Embellished,,,,Printed,,,,,,,
337,ether,Unisex White Striped Round Neck T-shirt,Rs. 299,,Regular,Regular Fit,,,,,,,2199698,Cotton,,,New Basics,Single,Round Neck,Casual,,,,,,,Striped,,,,,,,
338,plusS,Women Black Printed Top,Rs. 449,,Regular,,,Polka Dots,,,,,8915439,,,,Geometric Print,,Round Neck,,Long Sleeves,Bell Sleeves,,Opaque,Regular,,,,,,,,,
339,Cation,Women Navy Blue Solid Shirt Style Top,Rs. 1499,,Regular,,,Solid,Button,,,,10220891,,,,,,Shirt Collar,,Long Sleeves,Bell Sleeves,,Opaque,Shirt Style,,,,,,,,,
340,STREET 9,Women Black Embellished Peplum Top,Rs. 749,,,,,Embellished,Concealed Zip,,,,7287258,,,,,,V-Neck,,Short Sleeves,Flared Sleeves,Sequinned,Opaque,Peplum,,,,,,,,,
341,DOROTHY PERKINS,Women Red Solid Top,Rs. 537,,Regular,,,Solid,,,,,9349363,,,,,,Square Neck,,Short Sleeves,Cold-Shoulder Sleeves,Ruffles,Opaque,Regular,,,,,,,,,
342,Nayo,Magenta &amp; Orange Printed Tunic,Rs. 649,,,,,,,,,,8034961,Cotton,,,Geometric Print,,V-Neck,Ethnic,Three-Quarter Sleeves,,Gathers,,,,Printed,,,,,,,
343,her by invictus,Women Black &amp; White Striped Top,Rs. 349,,Regular,,,Horizontal Stripes,,,,,11735686,,,,Monochrome,,Round Neck,,Short Sleeves,Extended Sleeves,,Opaque,Regular,,,,,,,,,
344,Everlush,Women Purple Self Design Crop Top,Rs. 799,,Crop,,,Solid,,,,,12710882,,,,,,Shoulder Straps,,Sleeveless,Shoulder Straps,,Opaque,Regular,Cotton,,,,,,,,
345,Mayra,Women Black Solid Crop Top,Rs. 358,,Crop,,,Solid,,,,,4441317,,,,New Basics,,Round Neck,,Sleeveless,No Sleeves,,Opaque,Regular,,,,,,,,,
346,plusS,Women Pink Solid Top,Rs. 449,,,,,Solid,Button,,,,8906455,,,,,,Round Neck,,Short Sleeves,Regular Sleeves,Studded,Opaque,Regular,,,,,,,,,
347,Kazo,Women Black Printed Top,Rs. 1490,,Regular,,,Floral,,,,,12809788,,,,Floral Print,,Halter Neck,,Sleeveless,No Sleeves,,Opaque,Regular,,,,,,,,,
348,DOROTHY PERKINS,Petite Women Olive Green Solid Round Neck T-shirt,Rs. 693,,Regular,Regular Fit,,,,,,,12311092,Cotton,,,Utility or Military Inspired,Single,Round Neck,Casual,,,,,,,Solid,,,,,,,
